delivery_time,address_clarity,address_length,contact_valid,payment_method,order_value,area_density,accessibility,weather_condition,traffic_level,delivery_failure
evening,unclear,33,0,COD,high,medium,difficult,rain,low,1
evening,clear,31,1,prepaid,low,high,difficult,rain,medium,0
afternoon,unclear,78,0,COD,high,low,easy,extreme,medium,1
afternoon,clear,65,1,prepaid,low,medium,easy,rain,high,0
morning,clear,42,1,COD,low,high,difficult,normal,low,0
evening,unclear,45,1,prepaid,low,medium,difficult,rain,medium,0
evening,unclear,29,1,COD,medium,medium,difficult,rain,medium,1
morning,unclear,92,1,COD,high,medium,difficult,extreme,low,1
morning,unclear,90,1,prepaid,medium,high,easy,extreme,low,1
evening,clear,71,1,COD,medium,low,easy,normal,high,0
evening,clear,82,1,COD,high,low,difficult,extreme,high,1
morning,unclear,35,1,COD,low,medium,easy,rain,low,1
morning,clear,75,1,prepaid,low,low,difficult,normal,low,0
evening,clear,82,1,COD,low,medium,easy,normal,high,1
evening,unclear,82,1,prepaid,low,medium,difficult,extreme,high,1
evening,clear,49,1,prepaid,high,high,difficult,rain,high,0
afternoon,unclear,26,1,prepaid,low,high,easy,rain,high,0
morning,clear,10,1,prepaid,high,medium,easy,normal,medium,0
morning,unclear,98,0,prepaid,high,medium,easy,rain,medium,1
afternoon,unclear,70,1,prepaid,high,medium,easy,normal,low,0
morning,clear,52,1,prepaid,high,medium,difficult,extreme,low,1
afternoon,unclear,51,1,prepaid,low,low,easy,normal,high,1
afternoon,unclear,34,0,COD,low,low,difficult,normal,high,1
afternoon,unclear,48,1,COD,medium,low,easy,extreme,high,1
afternoon,unclear,44,1,COD,high,medium,easy,rain,medium,1
morning,unclear,12,0,prepaid,low,high,easy,rain,high,0
morning,clear,53,1,prepaid,medium,low,easy,extreme,high,0
evening,clear,60,1,COD,medium,low,easy,rain,high,1
evening,clear,21,0,prepaid,high,low,easy,normal,medium,0
morning,clear,28,0,prepaid,low,high,difficult,extreme,medium,1
morning,clear,53,0,prepaid,low,high,easy,normal,high,0
afternoon,unclear,68,0,COD,medium,low,easy,normal,medium,1
morning,unclear,58,0,COD,high,low,easy,extreme,medium,1
morning,unclear,70,0,prepaid,high,high,difficult,normal,medium,1
evening,unclear,26,1,COD,medium,low,difficult,extreme,medium,0
afternoon,unclear,83,0,prepaid,medium,low,difficult,extreme,medium,1
morning,unclear,66,0,prepaid,high,medium,difficult,normal,low,1
afternoon,unclear,64,0,prepaid,medium,low,easy,normal,low,0
morning,unclear,56,1,prepaid,high,medium,easy,extreme,medium,0
morning,clear,21,1,COD,low,medium,easy,normal,high,0
afternoon,unclear,71,1,prepaid,low,medium,difficult,rain,medium,1
afternoon,unclear,89,1,prepaid,medium,medium,difficult,rain,low,0
afternoon,clear,97,1,prepaid,high,high,difficult,rain,low,0
morning,clear,92,1,prepaid,medium,high,difficult,rain,medium,0
evening,clear,17,0,prepaid,medium,high,easy,normal,low,1
afternoon,unclear,30,0,prepaid,high,low,difficult,normal,medium,0
evening,unclear,90,0,COD,low,low,difficult,rain,high,1
afternoon,clear,96,1,COD,high,high,difficult,extreme,medium,0
morning,unclear,89,0,COD,medium,high,difficult,extreme,high,1
afternoon,unclear,79,0,COD,low,low,difficult,rain,medium,1
morning,clear,81,1,prepaid,low,medium,difficult,rain,low,0
evening,unclear,34,1,COD,low,high,difficult,rain,medium,0
morning,clear,91,1,COD,high,medium,easy,extreme,medium,0
afternoon,unclear,98,1,COD,high,high,easy,extreme,low,1
evening,clear,21,1,COD,low,low,difficult,rain,medium,0
evening,clear,24,1,COD,low,low,difficult,rain,high,0
evening,unclear,68,0,prepaid,high,medium,easy,extreme,medium,1
morning,unclear,35,1,COD,medium,high,difficult,extreme,medium,1
morning,unclear,35,0,COD,low,high,difficult,normal,low,1
evening,clear,56,0,prepaid,low,medium,difficult,normal,high,1
afternoon,clear,41,1,prepaid,low,high,difficult,normal,low,0
afternoon,clear,19,1,COD,medium,low,easy,rain,low,0
afternoon,clear,25,0,prepaid,high,high,easy,normal,high,0
evening,clear,80,0,COD,low,medium,difficult,extreme,medium,1
morning,clear,26,1,prepaid,medium,low,easy,rain,low,0
afternoon,unclear,32,0,prepaid,medium,medium,easy,rain,high,1
evening,clear,35,1,prepaid,low,medium,difficult,normal,low,0
morning,clear,94,0,COD,low,low,difficult,normal,low,1
morning,unclear,95,1,prepaid,low,medium,easy,normal,high,0
evening,clear,16,1,COD,low,high,difficult,normal,medium,0
afternoon,unclear,23,1,COD,low,medium,easy,rain,low,0
morning,unclear,88,0,prepaid,high,low,easy,normal,low,1
morning,clear,16,1,COD,low,medium,difficult,rain,high,0
evening,clear,18,1,prepaid,medium,medium,easy,rain,high,0
evening,clear,57,1,prepaid,high,low,easy,normal,low,0
morning,clear,81,0,COD,high,medium,difficult,extreme,low,1
afternoon,clear,68,1,prepaid,high,medium,difficult,normal,medium,0
evening,clear,96,0,prepaid,high,high,easy,normal,low,1
morning,clear,91,0,prepaid,medium,high,difficult,rain,medium,1
evening,unclear,48,1,COD,medium,low,difficult,extreme,medium,1
afternoon,unclear,27,1,COD,medium,medium,difficult,extreme,medium,1
evening,unclear,68,1,COD,medium,medium,easy,extreme,low,1
afternoon,clear,26,0,prepaid,low,medium,difficult,rain,medium,0
morning,clear,23,1,COD,low,low,easy,normal,low,0
afternoon,clear,40,0,prepaid,high,high,easy,rain,low,1
morning,clear,33,0,prepaid,low,medium,easy,rain,medium,0
evening,unclear,69,1,prepaid,medium,high,difficult,normal,low,1
evening,unclear,54,0,COD,low,medium,easy,normal,medium,0
morning,unclear,12,0,prepaid,medium,low,easy,normal,medium,1
afternoon,clear,46,1,COD,high,low,easy,normal,medium,1
afternoon,unclear,52,0,COD,high,medium,easy,extreme,high,1
evening,unclear,49,1,COD,high,low,difficult,normal,low,0
evening,unclear,99,1,COD,medium,medium,easy,extreme,medium,1
morning,unclear,64,1,COD,high,high,easy,extreme,high,0
afternoon,clear,96,1,prepaid,medium,high,easy,rain,high,0
afternoon,unclear,48,1,prepaid,medium,high,easy,normal,high,0
morning,unclear,24,0,prepaid,high,medium,easy,extreme,medium,1
evening,unclear,13,1,COD,high,high,easy,extreme,low,1
morning,unclear,95,1,prepaid,high,low,easy,rain,high,0
afternoon,clear,34,1,prepaid,high,high,easy,extreme,low,1
afternoon,clear,22,1,prepaid,low,low,difficult,rain,medium,0
afternoon,unclear,91,0,prepaid,medium,high,difficult,rain,high,0
afternoon,clear,42,0,prepaid,high,medium,difficult,normal,medium,0
afternoon,unclear,25,0,prepaid,medium,high,easy,extreme,medium,1
afternoon,clear,51,1,COD,medium,low,difficult,rain,medium,0
afternoon,clear,75,0,prepaid,low,high,easy,extreme,medium,0
evening,unclear,64,0,prepaid,high,low,easy,normal,low,1
evening,unclear,51,1,COD,high,medium,difficult,rain,low,0
morning,unclear,43,0,prepaid,low,medium,easy,normal,high,1
afternoon,clear,39,1,COD,high,high,easy,normal,medium,0
morning,clear,22,0,prepaid,low,high,difficult,rain,medium,0
evening,clear,22,1,COD,high,low,difficult,extreme,high,1
afternoon,unclear,27,1,prepaid,medium,medium,difficult,normal,medium,0
morning,clear,41,1,COD,high,low,easy,normal,high,0
evening,unclear,48,0,COD,high,medium,easy,rain,medium,1
morning,unclear,55,1,prepaid,high,medium,easy,normal,low,0
evening,clear,38,1,prepaid,high,high,easy,extreme,medium,1
evening,unclear,71,1,COD,high,low,difficult,rain,high,1
morning,unclear,71,0,prepaid,medium,low,difficult,rain,low,1
evening,unclear,66,0,prepaid,low,low,easy,extreme,medium,1
morning,clear,25,1,COD,high,high,easy,extreme,low,0
morning,unclear,65,0,prepaid,low,high,difficult,extreme,high,1
afternoon,unclear,19,1,prepaid,low,medium,easy,normal,medium,0
evening,unclear,39,1,prepaid,low,high,difficult,rain,low,1
evening,clear,34,1,prepaid,low,low,difficult,normal,high,1
evening,clear,93,1,COD,low,high,easy,normal,medium,0
morning,unclear,14,0,COD,low,low,difficult,normal,high,1
afternoon,clear,74,0,prepaid,high,high,difficult,extreme,low,1
afternoon,clear,58,0,COD,medium,medium,easy,rain,high,1
evening,clear,12,0,prepaid,low,low,easy,extreme,medium,0
evening,unclear,54,1,COD,high,low,easy,rain,low,1
morning,unclear,23,0,prepaid,low,medium,easy,rain,high,0
evening,clear,39,0,prepaid,high,low,difficult,extreme,high,1
afternoon,clear,77,1,COD,medium,low,difficult,rain,medium,0
afternoon,clear,27,1,COD,medium,low,difficult,extreme,medium,1
afternoon,clear,71,0,COD,low,medium,easy,extreme,medium,0
evening,clear,46,0,prepaid,medium,high,difficult,extreme,low,1
evening,unclear,34,0,prepaid,high,low,easy,normal,low,1
morning,clear,57,1,COD,high,high,difficult,normal,high,0
morning,clear,74,1,COD,high,high,difficult,normal,low,0
afternoon,clear,62,1,COD,medium,medium,easy,normal,low,0
evening,unclear,88,1,prepaid,low,low,difficult,rain,high,1
afternoon,unclear,82,1,COD,medium,medium,easy,extreme,high,1
evening,unclear,24,0,COD,low,low,easy,normal,low,0
afternoon,clear,58,0,prepaid,low,low,difficult,extreme,high,0
afternoon,unclear,97,1,prepaid,high,medium,easy,normal,medium,0
morning,clear,77,1,COD,low,low,easy,rain,medium,0
morning,clear,21,1,COD,low,low,easy,normal,medium,0
afternoon,clear,68,1,COD,high,low,easy,normal,high,0
evening,clear,46,0,prepaid,medium,high,difficult,rain,low,0
morning,unclear,70,1,COD,medium,low,easy,normal,low,0
afternoon,unclear,52,0,prepaid,low,high,difficult,extreme,low,1
afternoon,clear,79,0,COD,medium,low,easy,extreme,high,1
afternoon,unclear,48,0,COD,low,low,easy,normal,medium,1
morning,unclear,65,0,COD,high,high,easy,normal,high,0
afternoon,unclear,72,1,prepaid,medium,low,easy,extreme,medium,0
afternoon,unclear,55,1,COD,medium,low,difficult,normal,low,1
evening,clear,97,1,prepaid,low,medium,easy,rain,medium,0
afternoon,unclear,20,0,prepaid,low,low,difficult,normal,medium,1
afternoon,unclear,71,1,prepaid,medium,medium,difficult,rain,medium,0
morning,clear,86,0,COD,high,high,easy,extreme,high,1
afternoon,unclear,34,1,prepaid,high,medium,easy,rain,low,0
evening,unclear,80,1,prepaid,low,high,easy,rain,high,0
evening,unclear,61,1,COD,medium,high,easy,rain,high,0
afternoon,clear,13,1,COD,low,medium,difficult,rain,low,0
morning,unclear,68,1,COD,high,high,easy,normal,low,1
morning,unclear,81,0,prepaid,medium,high,easy,normal,medium,0
afternoon,unclear,29,1,prepaid,medium,low,easy,rain,medium,1
evening,clear,72,0,COD,medium,high,difficult,normal,high,1
afternoon,unclear,63,0,COD,high,high,difficult,normal,low,1
afternoon,unclear,83,1,prepaid,low,high,difficult,rain,high,0
afternoon,clear,66,1,prepaid,medium,high,difficult,normal,low,1
afternoon,unclear,99,0,COD,high,high,difficult,rain,high,1
morning,unclear,50,1,COD,high,low,difficult,normal,medium,0
morning,unclear,12,0,prepaid,medium,high,easy,extreme,low,1
afternoon,unclear,15,1,prepaid,low,medium,difficult,extreme,low,1
morning,clear,14,0,COD,medium,medium,easy,rain,medium,1
evening,unclear,14,1,prepaid,medium,low,difficult,rain,high,1
afternoon,unclear,63,0,prepaid,medium,medium,easy,rain,high,1
evening,unclear,56,0,COD,low,high,easy,normal,low,1
morning,clear,96,0,COD,low,low,easy,extreme,medium,0
evening,clear,58,0,prepaid,high,medium,easy,extreme,low,1
morning,clear,18,0,COD,low,low,easy,normal,medium,0
morning,clear,29,0,COD,medium,medium,easy,rain,low,0
afternoon,clear,70,1,prepaid,high,low,easy,rain,low,0
morning,clear,44,0,prepaid,low,low,easy,extreme,low,0
morning,clear,59,0,prepaid,low,high,difficult,extreme,high,1
afternoon,unclear,91,0,prepaid,medium,medium,easy,extreme,low,1
evening,unclear,71,1,COD,low,high,easy,rain,medium,0
morning,unclear,26,0,prepaid,low,low,easy,rain,high,0
afternoon,clear,97,1,prepaid,medium,medium,difficult,rain,medium,0
afternoon,unclear,12,0,COD,high,high,easy,extreme,medium,1
afternoon,unclear,41,1,prepaid,medium,medium,easy,normal,high,0
afternoon,clear,22,0,prepaid,medium,low,easy,rain,medium,1
evening,clear,98,0,COD,low,high,easy,rain,medium,1
afternoon,clear,82,0,prepaid,medium,high,difficult,extreme,medium,1
afternoon,unclear,77,1,prepaid,low,medium,easy,rain,low,1
afternoon,unclear,23,1,COD,low,low,difficult,normal,medium,1
afternoon,clear,20,1,prepaid,high,low,difficult,extreme,low,1
evening,unclear,65,1,prepaid,high,high,difficult,extreme,medium,1
afternoon,unclear,76,1,COD,low,medium,easy,rain,high,0
afternoon,unclear,38,1,prepaid,high,high,easy,rain,high,0
morning,clear,18,0,prepaid,high,medium,easy,rain,high,0
afternoon,clear,76,1,COD,high,medium,difficult,extreme,high,1
afternoon,unclear,34,0,prepaid,high,high,difficult,normal,medium,1
evening,clear,85,1,prepaid,high,medium,easy,rain,medium,0
afternoon,clear,51,0,COD,medium,low,easy,extreme,low,1
evening,unclear,18,0,prepaid,medium,low,easy,rain,medium,1
afternoon,clear,88,0,prepaid,low,medium,difficult,normal,medium,0
evening,clear,49,1,prepaid,low,medium,difficult,rain,low,0
afternoon,unclear,34,0,COD,medium,high,easy,normal,medium,1
afternoon,clear,14,1,prepaid,high,high,difficult,extreme,medium,1
afternoon,clear,20,1,prepaid,high,low,easy,extreme,low,0
evening,clear,68,1,COD,low,high,easy,normal,high,1
evening,clear,97,0,prepaid,medium,medium,easy,rain,medium,0
afternoon,unclear,88,0,prepaid,high,medium,easy,extreme,low,1
afternoon,clear,47,0,prepaid,low,high,easy,extreme,high,1
morning,clear,81,1,COD,low,high,easy,normal,low,0
afternoon,unclear,14,1,COD,high,medium,difficult,normal,high,0
afternoon,clear,57,0,COD,high,high,easy,normal,high,1
afternoon,clear,99,1,COD,medium,high,easy,extreme,low,0
evening,unclear,27,1,prepaid,high,medium,easy,normal,high,1
morning,unclear,79,1,prepaid,low,low,difficult,rain,low,0
evening,unclear,46,0,COD,low,high,difficult,normal,high,1
morning,clear,69,1,COD,high,medium,difficult,rain,low,0
morning,unclear,57,0,COD,medium,high,easy,normal,medium,1
evening,unclear,86,1,prepaid,medium,low,easy,rain,medium,0
afternoon,clear,37,0,COD,low,high,easy,normal,medium,0
afternoon,unclear,78,1,COD,low,high,difficult,normal,high,1
afternoon,unclear,86,0,prepaid,medium,low,easy,rain,low,0
afternoon,clear,90,1,prepaid,low,high,easy,rain,low,0
morning,clear,49,1,prepaid,medium,high,difficult,normal,high,0
morning,clear,54,1,prepaid,low,high,difficult,rain,medium,0
morning,clear,71,0,prepaid,high,medium,difficult,normal,medium,1
afternoon,clear,67,0,prepaid,low,low,easy,extreme,medium,1
evening,unclear,76,0,COD,medium,medium,easy,extreme,medium,1
afternoon,clear,65,1,prepaid,high,low,easy,rain,high,0
afternoon,clear,49,1,prepaid,medium,medium,difficult,normal,high,0
afternoon,unclear,49,1,prepaid,low,low,difficult,normal,medium,0
evening,unclear,86,1,COD,low,medium,easy,extreme,medium,1
evening,clear,42,0,COD,high,medium,easy,rain,low,0
evening,clear,15,0,COD,medium,low,easy,extreme,low,1
afternoon,unclear,97,0,prepaid,high,medium,difficult,extreme,high,1
morning,unclear,28,1,COD,low,low,difficult,normal,high,0
morning,clear,89,0,prepaid,low,high,difficult,normal,medium,1
morning,clear,49,0,COD,low,high,difficult,normal,low,1
evening,clear,68,0,prepaid,medium,high,difficult,rain,high,1
evening,unclear,68,1,prepaid,medium,high,difficult,rain,high,1
afternoon,clear,57,1,COD,medium,medium,difficult,normal,medium,0
afternoon,clear,50,1,prepaid,high,medium,easy,rain,low,0
morning,unclear,22,1,COD,low,high,easy,rain,medium,0
morning,unclear,54,0,prepaid,medium,low,difficult,normal,high,1
morning,clear,98,0,prepaid,low,low,easy,rain,medium,0
afternoon,clear,62,1,COD,high,low,difficult,normal,medium,1
morning,clear,51,1,prepaid,medium,high,easy,normal,low,0
morning,clear,72,1,COD,medium,high,difficult,normal,low,0
evening,unclear,36,0,prepaid,high,high,easy,normal,low,1
evening,clear,47,1,prepaid,medium,low,difficult,normal,high,0
evening,unclear,69,0,prepaid,medium,high,difficult,rain,high,1
morning,clear,16,0,prepaid,high,medium,difficult,rain,high,0
morning,clear,14,0,COD,low,low,easy,extreme,low,1
evening,unclear,54,1,prepaid,low,low,easy,extreme,medium,1
morning,clear,67,0,COD,medium,high,difficult,normal,medium,1
morning,clear,40,1,COD,medium,high,difficult,normal,medium,0
morning,unclear,32,1,prepaid,low,high,easy,rain,high,0
evening,clear,51,0,COD,high,high,easy,rain,high,0
morning,clear,19,0,prepaid,high,medium,easy,rain,medium,1
afternoon,clear,41,1,prepaid,low,high,difficult,rain,medium,0
morning,clear,62,1,prepaid,high,low,easy,normal,high,0
afternoon,clear,39,1,COD,medium,high,easy,extreme,low,0
morning,unclear,48,1,prepaid,medium,medium,difficult,rain,high,0
afternoon,unclear,40,1,prepaid,high,low,easy,rain,medium,1
afternoon,unclear,91,0,prepaid,high,medium,difficult,rain,high,1
afternoon,unclear,11,0,COD,medium,medium,easy,rain,high,1
afternoon,unclear,87,1,COD,high,high,difficult,normal,high,1
evening,unclear,86,0,prepaid,high,low,easy,normal,high,1
afternoon,clear,21,0,prepaid,low,low,difficult,rain,low,1
evening,unclear,48,1,prepaid,low,medium,easy,rain,low,0
evening,unclear,75,0,COD,low,medium,difficult,rain,high,1
afternoon,unclear,22,0,prepaid,low,medium,difficult,extreme,low,1
afternoon,unclear,55,0,COD,low,high,difficult,normal,low,0
afternoon,clear,36,1,COD,low,low,difficult,normal,low,0
evening,clear,26,0,COD,medium,low,difficult,rain,medium,1
morning,unclear,69,1,COD,low,high,difficult,normal,low,0
afternoon,clear,73,0,COD,low,low,difficult,rain,low,1
afternoon,clear,97,0,prepaid,high,high,easy,normal,medium,1
morning,unclear,44,1,prepaid,medium,high,easy,normal,low,0
afternoon,unclear,79,0,prepaid,high,medium,easy,extreme,medium,1
evening,unclear,92,1,prepaid,medium,high,difficult,extreme,high,1
afternoon,clear,39,1,COD,high,high,difficult,normal,medium,1
afternoon,unclear,80,1,prepaid,low,low,difficult,normal,medium,0
afternoon,clear,83,0,COD,medium,low,easy,rain,high,1
afternoon,clear,72,1,prepaid,high,medium,difficult,normal,medium,1
morning,unclear,37,1,prepaid,medium,high,easy,normal,high,0
evening,clear,69,0,prepaid,medium,high,easy,normal,high,0
morning,clear,88,1,COD,high,medium,difficult,normal,medium,1
afternoon,unclear,46,0,COD,medium,medium,easy,extreme,low,1
morning,clear,31,0,prepaid,high,medium,difficult,normal,low,1
morning,clear,77,0,COD,medium,high,easy,rain,high,0
evening,clear,29,0,COD,low,high,difficult,normal,medium,1
morning,clear,77,1,COD,low,high,difficult,normal,low,1
evening,unclear,73,1,prepaid,low,medium,easy,extreme,low,0
morning,clear,26,0,prepaid,low,high,difficult,rain,high,0
evening,unclear,21,1,prepaid,high,low,difficult,extreme,high,1
evening,unclear,31,1,prepaid,low,low,difficult,normal,low,1
evening,unclear,26,1,COD,high,medium,difficult,rain,medium,1
afternoon,unclear,19,0,COD,low,medium,easy,rain,high,0
evening,clear,74,1,prepaid,low,high,easy,normal,medium,0
afternoon,unclear,31,1,prepaid,low,medium,easy,rain,low,0
morning,clear,99,1,prepaid,low,medium,difficult,rain,high,0
morning,unclear,91,1,prepaid,low,medium,easy,rain,medium,1
evening,clear,59,0,COD,low,low,difficult,normal,low,1
evening,unclear,23,0,prepaid,medium,medium,difficult,rain,high,1
afternoon,clear,73,0,prepaid,medium,medium,easy,extreme,high,0
evening,clear,56,0,prepaid,medium,low,difficult,extreme,high,1
morning,clear,38,0,COD,high,medium,difficult,rain,low,1
afternoon,clear,85,0,COD,medium,low,easy,rain,low,0
evening,unclear,45,0,COD,low,high,easy,rain,high,1
morning,clear,61,1,COD,high,medium,easy,normal,high,0
afternoon,unclear,85,1,prepaid,high,low,difficult,extreme,high,1
morning,unclear,16,0,COD,low,medium,difficult,rain,medium,0
afternoon,unclear,38,1,COD,high,medium,difficult,normal,low,1
morning,clear,20,1,COD,low,low,difficult,rain,high,1
evening,unclear,42,1,COD,low,high,difficult,extreme,low,1
morning,unclear,15,1,prepaid,low,medium,difficult,normal,medium,0
morning,unclear,88,0,prepaid,medium,medium,easy,rain,medium,0
afternoon,clear,41,0,prepaid,low,low,difficult,extreme,medium,0
morning,clear,60,0,COD,low,low,difficult,rain,low,0
evening,clear,84,0,COD,medium,high,easy,normal,medium,0
afternoon,unclear,67,0,COD,low,medium,difficult,normal,low,0
morning,clear,96,0,COD,low,medium,difficult,normal,medium,1
evening,clear,35,1,COD,low,medium,difficult,normal,high,0
evening,clear,55,1,COD,high,medium,easy,rain,medium,0
evening,unclear,38,1,prepaid,high,medium,difficult,extreme,high,1
afternoon,clear,13,1,prepaid,low,high,difficult,normal,high,1
morning,clear,90,0,COD,low,medium,easy,normal,high,1
afternoon,unclear,22,0,prepaid,medium,medium,easy,extreme,high,0
evening,unclear,48,0,prepaid,high,high,difficult,normal,medium,1
morning,clear,24,0,prepaid,medium,high,difficult,rain,high,0
evening,unclear,38,1,COD,medium,low,difficult,extreme,medium,0
evening,clear,38,0,COD,medium,medium,easy,rain,medium,1
morning,clear,84,1,prepaid,low,low,easy,rain,low,0
evening,unclear,41,1,prepaid,medium,high,easy,rain,high,1
morning,unclear,11,1,prepaid,high,low,easy,rain,high,0
afternoon,unclear,56,1,COD,medium,medium,easy,rain,high,0
morning,unclear,87,1,prepaid,high,low,easy,rain,high,1
afternoon,unclear,93,0,COD,high,low,difficult,rain,medium,1
morning,clear,31,0,prepaid,low,medium,easy,rain,low,0
afternoon,unclear,84,0,prepaid,high,low,easy,rain,high,1
evening,unclear,36,0,COD,medium,low,difficult,normal,high,1
morning,unclear,76,0,prepaid,high,high,difficult,normal,low,1
evening,unclear,90,0,prepaid,high,medium,difficult,normal,medium,1
morning,unclear,65,0,prepaid,medium,low,easy,normal,low,0
morning,clear,30,0,prepaid,low,high,difficult,rain,low,0
evening,unclear,56,0,prepaid,high,low,difficult,normal,medium,1
afternoon,clear,89,1,COD,high,medium,easy,extreme,low,0
morning,clear,68,1,COD,high,low,easy,rain,high,0
afternoon,unclear,93,1,COD,high,medium,easy,normal,low,0
afternoon,clear,15,0,prepaid,high,medium,difficult,rain,high,1
morning,clear,28,1,COD,low,low,difficult,normal,high,0
evening,unclear,66,1,COD,medium,medium,easy,normal,low,0
evening,clear,78,0,prepaid,medium,low,difficult,normal,high,0
evening,unclear,12,0,prepaid,high,medium,difficult,normal,low,1
afternoon,clear,10,1,prepaid,low,medium,difficult,rain,low,0
afternoon,clear,67,1,prepaid,high,medium,difficult,normal,low,0
afternoon,clear,47,0,COD,high,low,easy,rain,low,1
afternoon,unclear,24,1,COD,low,low,easy,extreme,low,1
afternoon,unclear,43,0,prepaid,high,low,difficult,normal,medium,1
morning,unclear,70,1,COD,high,medium,difficult,extreme,low,1
morning,clear,44,0,prepaid,low,medium,difficult,rain,high,1
morning,clear,73,0,prepaid,low,high,easy,extreme,low,1
evening,clear,34,0,COD,medium,high,difficult,extreme,high,1
morning,unclear,33,0,COD,medium,high,difficult,normal,high,1
morning,unclear,21,1,prepaid,medium,high,easy,extreme,medium,1
evening,unclear,27,0,COD,medium,low,easy,extreme,medium,1
evening,clear,24,0,COD,low,low,easy,normal,low,0
evening,clear,89,1,COD,low,medium,easy,extreme,low,0
evening,clear,36,0,prepaid,low,medium,easy,rain,low,1
evening,clear,81,1,prepaid,medium,medium,difficult,rain,high,1
evening,clear,69,0,prepaid,medium,high,easy,rain,medium,0
afternoon,clear,55,1,COD,medium,medium,easy,normal,low,0
evening,unclear,98,0,prepaid,low,medium,easy,rain,medium,1
morning,unclear,26,0,prepaid,medium,medium,easy,rain,low,0
afternoon,unclear,62,1,prepaid,low,medium,easy,rain,low,1
morning,unclear,17,1,COD,high,low,easy,normal,medium,0
evening,unclear,88,0,prepaid,high,low,difficult,extreme,medium,1
evening,clear,36,0,prepaid,medium,high,easy,extreme,medium,0
morning,clear,55,0,prepaid,high,low,difficult,extreme,medium,1
morning,clear,59,0,prepaid,high,medium,difficult,extreme,medium,1
evening,unclear,80,1,COD,medium,medium,easy,normal,medium,1
afternoon,unclear,12,1,COD,high,medium,difficult,normal,medium,0
morning,clear,73,0,COD,low,medium,easy,normal,medium,0
evening,clear,53,0,prepaid,high,high,easy,extreme,low,1
morning,clear,62,1,COD,high,medium,easy,rain,high,0
afternoon,clear,33,0,prepaid,low,low,easy,normal,medium,0
evening,clear,69,0,prepaid,high,medium,easy,extreme,high,1
afternoon,clear,12,1,prepaid,low,high,easy,extreme,medium,1
evening,unclear,29,1,prepaid,high,low,easy,normal,high,1
evening,clear,55,1,COD,low,high,easy,extreme,low,0
morning,clear,24,0,COD,medium,medium,easy,extreme,medium,1
morning,clear,34,0,COD,medium,low,difficult,extreme,medium,1
morning,clear,87,1,prepaid,low,high,difficult,normal,high,1
afternoon,clear,80,0,COD,low,high,easy,rain,low,0
evening,clear,26,1,prepaid,medium,high,easy,rain,medium,0
afternoon,unclear,93,1,prepaid,high,high,easy,normal,medium,1
evening,unclear,18,0,COD,high,high,easy,normal,high,1
morning,unclear,47,1,COD,low,low,easy,extreme,low,0
morning,clear,57,0,COD,high,low,easy,rain,high,1
afternoon,unclear,69,1,COD,low,high,difficult,rain,low,1
morning,clear,72,0,prepaid,low,medium,easy,extreme,medium,1
evening,unclear,95,1,COD,low,high,easy,extreme,high,1
evening,clear,11,0,prepaid,low,low,easy,normal,high,1
morning,unclear,97,1,COD,high,low,easy,extreme,low,0
afternoon,unclear,81,0,prepaid,medium,medium,easy,normal,high,0
evening,unclear,20,1,prepaid,high,high,easy,normal,medium,0
morning,unclear,73,1,prepaid,low,low,difficult,rain,low,1
morning,clear,86,1,COD,medium,medium,difficult,normal,medium,0
afternoon,clear,90,1,prepaid,high,high,easy,rain,low,0
evening,clear,81,1,prepaid,high,high,difficult,rain,low,0
afternoon,clear,30,0,prepaid,low,medium,easy,normal,medium,0
evening,unclear,27,1,COD,high,low,easy,normal,low,1
morning,clear,73,1,prepaid,high,high,easy,rain,high,0
evening,clear,91,1,prepaid,low,low,easy,rain,high,0
evening,clear,47,1,prepaid,low,high,easy,normal,high,0
evening,unclear,41,0,prepaid,medium,medium,easy,normal,low,0
evening,clear,20,1,prepaid,low,high,difficult,rain,low,0
morning,unclear,54,1,prepaid,low,medium,difficult,rain,low,1
morning,unclear,98,1,COD,medium,high,easy,extreme,low,1
afternoon,unclear,42,1,prepaid,high,low,easy,normal,high,1
morning,clear,50,1,prepaid,high,high,difficult,extreme,high,1
evening,unclear,17,0,prepaid,high,low,easy,rain,low,1
morning,clear,20,1,COD,high,medium,difficult,extreme,low,1
morning,clear,95,0,COD,low,low,difficult,extreme,medium,1
morning,clear,60,0,COD,high,high,easy,rain,low,1
evening,unclear,97,0,COD,medium,high,easy,normal,high,1
afternoon,unclear,50,1,COD,medium,low,difficult,extreme,high,1
morning,clear,26,0,COD,low,high,easy,rain,medium,1
morning,clear,85,0,prepaid,medium,medium,difficult,rain,high,1
evening,clear,55,1,COD,high,low,easy,rain,medium,0
afternoon,clear,41,0,COD,medium,low,easy,normal,high,0
evening,unclear,88,0,prepaid,low,high,difficult,extreme,medium,1
morning,clear,89,1,COD,low,low,easy,normal,high,0
morning,clear,63,0,prepaid,medium,medium,difficult,rain,low,1
morning,unclear,95,0,prepaid,high,high,difficult,extreme,low,1
afternoon,clear,29,1,prepaid,medium,medium,easy,extreme,high,1
evening,clear,42,1,COD,low,high,easy,extreme,low,1
afternoon,clear,83,0,prepaid,low,low,difficult,normal,medium,0
morning,clear,49,0,COD,medium,medium,difficult,normal,medium,1
morning,unclear,41,0,prepaid,high,medium,difficult,extreme,high,1
